"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00101664","경보제약","214390","Y","감사보고서 (2018.12)","20190329001535","한영회계법인","20190329",""
"00101664","경보제약","214390","Y","감사보고서 (2017.12)","20180330000332","한영회계법인","20180330",""
"00101664","경보제약","214390","Y","감사보고서 (2014.12)","20150324000235","삼정회계법인","20150324",""
"00101664","경보제약","214390","Y","감사보고서 (2013.12)","20140401001573","안진회계법인","20140401",""
"00101664","경보제약","214390","Y","감사보고서 (2012.12)","20130329002126","안진회계법인","20130329",""
"00101664","경보제약","214390","Y","감사보고서 (2011.12)","20120327000280","안진회계법인","20120327",""
"00101664","경보제약","214390","Y","감사보고서 (2010.12)","20110328000125","한영회계법인","20110328",""
"00101664","경보제약","214390","Y","감사보고서 (2009.12)","20100329000048","한영회계법인","20100329",""
"00101664","경보제약","214390","Y","감사보고서 (2008.12)","20090403001275","한영회계법인","20090403",""
"00101664","경보제약","214390","Y","감사보고서 (2007.12)","20080401000713","한영회계법인","20080401",""
"00101664","경보제약","214390","Y","[기재정정]감사보고서 (2006.12)","20070328000584","한영회계법인","20070328",""
"00101664","경보제약","214390","Y","감사보고서 (2006.12)","20070323000211","한영회계법인","20070323","정"
"00101664","경보제약","214390","Y","감사보고서 (2005.12)","20060331000615","한영회계법인","20060331",""
"00101664","경보제약","214390","Y","감사보고서 (2004.12)","20050330000603","안건회계법인","20050330",""
"00101664","경보제약","214390","Y","감사보고서 (2003.12)","20040401000629","안건회계법인","20040401",""
"00101664","경보제약","214390","Y","[기재정정]감사보고서 (2002.12)","20030410001069","안건회계법인","20030411",""
"00101664","경보제약","214390","Y","감사보고서 (2002.12)","20030408000964","안건회계법인","20030409","정"
"00101664","경보제약","214390","Y","[기재정정]감사보고서 (2001.12)","20020413000222","안건회계법인","20020413",""
"00101664","경보제약","214390","Y","감사보고서 (2001.12)","20020408000795","안건회계법인","20020408","정"
"00101664","경보제약","214390","Y","감사보고서 (2000.12)","20010412000472","안건회계법인","20010412",""
"00101664","경보제약","214390","Y","감사보고서 (1999.12)","20000411000094","안건회계법인","20000411",""
