"corp_code","corp_name","stock_code","corp_cls","report_nm","rcept_no","flr_nm","rcept_dt","rm"
"00161639","메리츠종합금융","012420","E","사업보고서 (2009.03)","20090629000444","메리츠종합금융","20090629",""
"00161639","메리츠종합금융","012420","E","사업보고서 (2008.03)","20080627000215","메리츠종합금융","20080627",""
"00161639","메리츠종합금융","012420","E","사업보고서 (2007.03)","20070629000135","메리츠종합금융","20070629",""
"00161639","메리츠종합금융","012420","E","[첨부추가]사업보고서 (2006.03)","20060628000193","메리츠종합금융","20060628",""
"00161639","메리츠종합금융","012420","E","[첨부정정]사업보고서 (2005.03)","20060420000345","메리츠종합금융","20060421",""
"00161639","메리츠종합금융","012420","E","[기재정정]사업보고서 (2005.03)","20050802000159","메리츠종합금융","20050802","정"
"00161639","메리츠종합금융","012420","E","[첨부추가]사업보고서 (2005.03)","20050629000245","메리츠종합금융","20050629","정"
"00161639","메리츠종합금융","012420","E","[기재정정]사업보고서 (2004.03)","20040730000208","메리츠종합금융","20040730",""
"00161639","메리츠종합금융","012420","E","[첨부정정]사업보고서 (2004.03)","20040705000039","메리츠종합금융","20040705","정"
"00161639","메리츠종합금융","012420","E","[첨부추가]사업보고서 (2004.03)","20040629000143","메리츠종합금융","20040629","정"
"00161639","메리츠종합금융","012420","E","사업보고서 (2003.03)","20030630000068","메리츠종합금융","20030630",""
"00161639","메리츠종합금융","012420","E","사업보고서 (2002.03)","20020628000187","메리츠종합금융","20020628",""
"00161639","메리츠종합금융","012420","E","사업보고서 (2001.03)","20010629000238","메리츠종합금융","20010629",""
"00161639","메리츠종합금융","012420","E","[첨부정정]사업보고서 (1999.12)","20000805000012","메리츠종합금융","20000805",""
"00161639","메리츠종합금융","012420","E","[첨부추가]사업보고서 (2000.03)","20000629000218","메리츠종합금융","20000629","정"
"00161639","메리츠종합금융","012420","E","사업보고서 (1998.03)","19990628000024","메리츠종합금융","19990628",""
